小区名称,户型,面积(㎡),详情链接,成交日期,成交总价(万),成交单价(元/平),朝向,装修,楼层信息,建成年代,房屋结构,挂牌价(万),成交周期(天)
"景凤小区","2室1厅","58.91","https://sh.ke.com/chengjiao/107112204783.html","2025.03.07","213","36157","南","精装","高楼层(共6层)","1993","板楼","230","2"
"金泉苑(闸北)","2室1厅","57.26","https://sh.ke.com/chengjiao/107112226633.html","2025.03.07","","","南","其他","中楼层(共6层)","1999","板楼","N/A","N/A"
"保德公寓","1室1厅","39.89","https://sh.ke.com/chengjiao/107112155078.html","2025.03.07","162","40612","南","简装","低楼层(共6层)","1996","板楼","168","7"
"和源名城","1室2厅","56.87","https://sh.ke.com/chengjiao/107111291455.html","2025.03.05","249","43785","东 南","精装","高楼层(共31层)","2011","板楼","268","117"
"临汾花园","3室2厅","132.23","https://sh.ke.com/chengjiao/107111906005.html","2025.03.05","750","56720","南","精装","中楼层(共18层)","2003","板楼","830","27"
"驰骋新苑","1室0厅","42.4","https://sh.ke.com/chengjiao/107111116418.html","2025.03.05","145","34199","南","简装","高楼层(共6层)","1994","板楼","160","138"
"彭顺小区","2室1厅","47.86","https://sh.ke.com/chengjiao/107110347404.html","2025.03.05","185","38655","南","简装","高楼层(共5层)","1977","板楼","189","222"
"岭南路270弄","1室1厅","40.98","https://sh.ke.com/chengjiao/107107622567.html","2025.03.04","174.5","42582","南","简装","高楼层(共6层)","1985","板楼","178","591"
"康平小区","1室1厅","35.03","https://sh.ke.com/chengjiao/107112025648.html","2025.03.03","145","41394","南","精装","中楼层(共6层)","1986","板楼","158","15"
"临汾路1564弄","1室1厅","35.11","https://sh.ke.com/chengjiao/107110739686.html","2025.03.03","129.3","36828","南","简装","高楼层(共6层)","1995","板楼","136","179"
"共和新路4555弄","2室0厅","46.5","https://sh.ke.com/chengjiao/107111667597.html","2025.03.02","214","46022","南","简装","低楼层(共5层)","1991","板楼","225","70"
"共康四村","2室1厅","58.1","https://sh.ke.com/chengjiao/107109949963.html","2025.03.02","210","36145","南","简装","低楼层(共6层)","1995","板楼","235","266"
"阳曲小区","2室1厅","57.76","https://sh.ke.com/chengjiao/107110155865.html","2025.03.02","260","45014","南","精装","高楼层(共6层)","1988","板楼","288","242"
"三泉路424弄","1室1厅","41.97","https://sh.ke.com/chengjiao/107111670254.html","2025.03.02","165","39314","南","简装","中楼层(共6层)","1992","板楼","176","69"
"泉灵小区","1室1厅","42.73","https://sh.ke.com/chengjiao/107112144267.html","2025.03.02","143","33466","南","简装","高楼层(共6层)","1993","板楼","149","2"
"保平小区","2室1厅","73.59","https://sh.ke.com/chengjiao/107112050313.html","2025.03.01","308","41854","南","简装","高楼层(共13层)","1993","塔楼","350","10"
"星城花苑","1室2厅","53.81","https://sh.ke.com/chengjiao/107109987489.html","2025.03.01","199","36982","南","精装","高楼层(共13层)","1993","塔楼","208","260"
"临汾花园","2室1厅","68.86","https://sh.ke.com/chengjiao/107112082640.html","2025.03.01","318","46181","南 北","精装","高楼层(共6层)","1997","板楼","330","7"
"临汾路1564弄","1室1厅","36.36","https://sh.ke.com/chengjiao/107112010944.html","2025.03.01","144.5","39742","南","精装","低楼层(共6层)","1995","板楼","150","13"
"彭三小区","1室1厅","40.57","https://sh.ke.com/chengjiao/107109383659.html","2025.03.01","183.8","45305","南","简装","中楼层(共18层)","2014","板楼","195","336"
"岭南路100弄","2室1厅","51.55","https://sh.ke.com/chengjiao/107110097097.html","2025.02.27","210","40738","南 北","简装","低楼层(共6层)","1988","板楼","225","245"
"平顺小区","2室0厅","41.55","https://sh.ke.com/chengjiao/107108988146.html","2025.02.26","218.5","52588","南","简装","低楼层(共6层)","1986","板楼","245","395"
"紫腾苑","3室2厅","108.57","https://sh.ke.com/chengjiao/107110218538.html","2025.02.26","528","48633","南","其他","低楼层(共6层)","1999","板楼","580","229"
"临汾路828弄","2室1厅","53.78","https://sh.ke.com/chengjiao/107111430391.html","2025.02.25","193.8","36036","南 北","简装","高楼层(共6层)","1993","板楼","195","92"
"阳曲小区","2室1厅","57.71","https://sh.ke.com/chengjiao/107111165243.html","2025.02.24","223","38642","东南","简装","中楼层(共6层)","1990","板楼","235","123"
"彭三小区","1室1厅","53.17","https://sh.ke.com/chengjiao/107111633679.html","2025.02.24","240","45139","南","精装","低楼层(共18层)","2023","N/A","249","68"
"康平小区","1室0厅","27.97","https://sh.ke.com/chengjiao/107109910290.html","2025.02.24","119","42546","南","精装","高楼层(共6层)","1982","板楼","122","264"
"彭新小区","2室1厅","44.41","https://sh.ke.com/chengjiao/107111953412.html","2025.02.23","188","42333","南","精装","高楼层(共6层)","1983","板楼","199","13"
"恒安小区","2室1厅","55.34","https://sh.ke.com/chengjiao/107107489199.html","2025.02.23","208","37586","东南","简装","高楼层(共6层)","1989","板楼","230","602"
"北杰公寓","5室2厅","186.36","https://sh.ke.com/chengjiao/107111934981.html","2025.02.23","860","46148","南","简装","高楼层(共6层)","2000","板楼","880","15"
"保德路241弄","2室1厅","51.75","https://sh.ke.com/chengjiao/107109420222.html","2025.02.23","205","39614","南","简装","中楼层(共6层)","1995","板楼","228","325"
"保德公寓","1室1厅","48.75","https://sh.ke.com/chengjiao/107112019054.html","2025.02.23","170","34872","南","简装","高楼层(共6层)","1997","板楼","180","7"
"平保小区","1室1厅","42.11","https://sh.ke.com/chengjiao/107111641191.html","2025.02.22","150","35621","南","简装","高楼层(共6层)","1993","板楼","161","65"
"共康四村","1室1厅","37.04","https://sh.ke.com/chengjiao/107111987032.html","2025.02.22","143","38607","南","简装","中楼层(共6层)","1995","板楼","155","9"
"彭新小区","2室0厅","47.39","https://sh.ke.com/chengjiao/107111835677.html","2025.02.21","218","46002","南","毛坯","中楼层(共6层)","1984","板楼","230","38"
"彭新小区","1室0厅","28.13","https://sh.ke.com/chengjiao/107110689808.html","2025.02.20","125","44437","南","简装","中楼层(共6层)","1985","板楼","135","173"
"共康四村","1室1厅","37.23","https://sh.ke.com/chengjiao/107111350316.html","2025.02.20","147","39485","南","毛坯","高楼层(共6层)","1995","板楼","155","97"
"彭新小区","1室0厅","28.03","https://sh.ke.com/chengjiao/107110887969.html","2025.02.19","114.2","40743","南","简装","高楼层(共6层)","1984","板楼","120","150"
"三泉路424弄","2室1厅","65.53","https://sh.ke.com/chengjiao/107111723607.html","2025.02.19","215","32810","南","简装","高楼层(共6层)","1992","板楼","235","52"
"临汾路1244弄","1室1厅","37.63","https://sh.ke.com/chengjiao/107111016153.html","2025.02.18","158","41988","南","精装","高楼层(共6层)","1995","板楼","172","132"
"岭南路700弄","3室1厅","73.51","https://sh.ke.com/chengjiao/107111834138.html","2025.02.17","305","41491","南 北","简装","低楼层(共6层)","1990","板楼","330","34"
"三泉家园","3室2厅","132.35","https://sh.ke.com/chengjiao/107111148033.html","2025.02.17","665","50246","南 北","简装","中楼层(共6层)","2002","板楼","700","117"
"星城花苑","1室1厅","53.81","https://sh.ke.com/chengjiao/107108490196.html","2025.02.16","192","35682","南","精装","中楼层(共13层)","1993","塔楼","218","460"
"场中路2471弄","1室1厅","42.8","https://sh.ke.com/chengjiao/107109176204.html","2025.02.16","148","34580","南","简装","高楼层(共6层)","1991","板楼","168","348"
"临汾路1105弄","1室1厅","38.48","https://sh.ke.com/chengjiao/107109597859.html","2025.02.16","165","42880","南","简装","高楼层(共6层)","1987","板楼","178","296"
"共康四村","2室1厅","58.01","https://sh.ke.com/chengjiao/107111723584.html","2025.02.15","238","41028","南 北","精装","高楼层(共6层)","1995","板楼","258","48"
"共康三村","2室0厅","44.84","https://sh.ke.com/chengjiao/107109658157.html","2025.02.15","176","39251","南","简装","中楼层(共6层)","1995","板楼","188","286"
"共康三村","2室1厅","44.84","https://sh.ke.com/chengjiao/107110910942.html","2025.02.14","150","33453","南 北","简装","高楼层(共6层)","1995","板楼","160","142"
"共康三村","1室1厅","35.39","https://sh.ke.com/chengjiao/107111064115.html","2025.02.13","164.7","46539","南","精装","中楼层(共6层)","2000","板楼","175","124"
"共康三村","2室0厅","44.74","https://sh.ke.com/chengjiao/107109382142.html","2025.02.13","156","34869","南","简装","高楼层(共6层)","1996","板楼","168","321"
"金泉苑(闸北)","2室2厅","68.65","https://sh.ke.com/chengjiao/107111594545.html","2025.02.12","313.3","45638","东 南 北","精装","高楼层(共6层)","1997","板楼","320","60"
"岭南路700弄","1室1厅","39.78","https://sh.ke.com/chengjiao/107110240879.html","2025.02.07","145.5","36577","南","简装","高楼层(共6层)","1990","板楼","155","209"
"景凤路280弄","1室1厅","40.37","https://sh.ke.com/chengjiao/107111105394.html","2025.02.07","150","37157","南","精装","低楼层(共6层)","1994","板楼","155","113"
"保平小区","1室1厅","53.79","https://sh.ke.com/chengjiao/107111756774.html","2025.02.03","218","40528","南","精装","高楼层(共6层)","1991","板楼","228","31"
"共康四村","2室1厅","63.12","https://sh.ke.com/chengjiao/107111861775.html","2025.01.24","233.8","37041","南","简装","中楼层(共6层)","1995","板楼","249","6"
"临汾路1565弄","1室1厅","40.52","https://sh.ke.com/chengjiao/107111388284.html","2025.01.22","164","40474","南","精装","低楼层(共6层)","1995","板楼","169","63"
"临汾花园","2室2厅","84.2","https://sh.ke.com/chengjiao/107111420113.html","2025.01.21","412","48932","南","精装","高楼层(共6层)","1997","板楼","425","59"
"场中路2601弄","1室1厅","42.77","https://sh.ke.com/chengjiao/107110596797.html","2025.01.19","160","37410","南","精装","高楼层(共6层)","1997","板楼","168","148"
"临汾名城北区(汾西路88弄)","2室2厅","98.76","https://sh.ke.com/chengjiao/107111634788.html","2025.01.19","658","66627","南 北","简装","中楼层(共13层)","2006","板楼","700","31"
"彭三小区","2室1厅","41.94","https://sh.ke.com/chengjiao/107111715265.html","2025.01.18","207","49357","南","精装","高楼层(共6层)","2016","板楼","218","21"
"共康四村","2室1厅","62.9","https://sh.ke.com/chengjiao/107111415255.html","2025.01.17","243","38633","南","精装","高楼层(共6层)","1995","板楼","260","55"
"康平小区","1室1厅","32.01","https://sh.ke.com/chengjiao/107111688600.html","2025.01.16","122","38114","南","毛坯","低楼层(共6层)","1986","板楼","132","22"
"彭五小区","2室1厅","47.43","https://sh.ke.com/chengjiao/107111769819.html","2025.01.13","217","45752","南 北","精装","中楼层(共6层)","1981","板楼","230","9"
"彭三小区","1室1厅","40.76","https://sh.ke.com/chengjiao/107110942000.html","2025.01.12","205","50295","南","精装","中楼层(共18层)","2014","塔楼","210","105"
"岭南路100弄","2室1厅","67.96","https://sh.ke.com/chengjiao/107111314826.html","2025.01.09","318.8","46910","南 北","简装","低楼层(共6层)","1996","板楼","339","60"
"彭新小区","2室0厅","50.07","https://sh.ke.com/chengjiao/107111181080.html","2025.01.07","230","45936","南","精装","中楼层(共6层)","1984","板楼","237","73"
"闻喜路251弄","2室1厅","50.2","https://sh.ke.com/chengjiao/107111698137.html","2025.01.06","213","42431","南","简装","低楼层(共6层)","1987","板楼","225","11"
"景凤路380弄","2室1厅","59.89","https://sh.ke.com/chengjiao/107111542362.html","2025.01.06","232.5","38822","西南 西北","简装","高楼层(共6层)","1993","板楼","260","30"
"三泉路424弄","1室1厅","51.55","https://sh.ke.com/chengjiao/107107790503.html","2025.01.06","172","33366","南","精装","高楼层(共6层)","1995","板楼","188","511"
"场中路3117弄","1室1厅","48.54","https://sh.ke.com/chengjiao/107111737997.html","2025.01.05","191","39349","南","简装","中楼层(共5层)","1998","板楼","220","5"
"和源名城","2室2厅","80.33","https://sh.ke.com/chengjiao/107111753794.html","2025.01.05","416","51787","南","精装","低楼层(共33层)","2011","板楼","435","2"
"保平小区","2室1厅","72.75","https://sh.ke.com/chengjiao/107111390099.html","2025.01.05","375","51547","南","精装","高楼层(共13层)","1993","塔楼","399","46"
"和源名城","2室1厅","79.54","https://sh.ke.com/chengjiao/107111486299.html","2025.01.04","363.5","45701","南","毛坯","低楼层(共27层)","2011","板楼","390","34"
"和源名城","1室1厅","51.31","https://sh.ke.com/chengjiao/107109788618.html","2025.01.03","207.5","40441","南","精装","中楼层(共34层)","2014","板楼","225","227"
"闻喜路251弄","1室0厅","38.41","https://sh.ke.com/chengjiao/107111591201.html","2025.01.01","150","39053","南","毛坯","低楼层(共6层)","1987","板楼","162","19"
"场中路2471弄","1室2厅","50.74","https://sh.ke.com/chengjiao/107111275128.html","2024.12.30","200.5","39516","南","简装","高楼层(共6层)","1991","板楼","215","54"
"银都一村","1室1厅","50.09","https://sh.ke.com/chengjiao/107111611257.html","2024.12.30","164","32742","南 北","简装","高楼层(共6层)","1995","板楼","175","15"
"阳曲路470弄","2室1厅","48.19","https://sh.ke.com/chengjiao/107111248440.html","2024.12.30","175","36315","南","简装","高楼层(共6层)","1992","板楼","189","57"
"闻喜小区","1室1厅","45.12","https://sh.ke.com/chengjiao/107109923084.html","2024.12.30","176","39008","南","简装","中楼层(共6层)","1986","板楼","188","207"
"闻喜小区","1室0厅","36.08","https://sh.ke.com/chengjiao/107110823728.html","2024.12.30","146.4","40577","南","精装","中楼层(共5层)","1985","板楼","156","107"
"共和新路4699弄","2室1厅","54.7","https://sh.ke.com/chengjiao/107111428307.html","2024.12.29","230","42048","南","精装","低楼层(共6层)","1996","板楼","245","35"
"保德公寓","1室1厅","42.2","https://sh.ke.com/chengjiao/107111477724.html","2024.12.29","140.5","33294","南","毛坯","高楼层(共6层)","1996","板楼","142","29"
"银都一村","1室1厅","49.29","https://sh.ke.com/chengjiao/107110821836.html","2024.12.29","200","40577","南","简装","中楼层(共6层)","1995","板楼","220","105"
"和源名城","2室1厅","71.55","https://sh.ke.com/chengjiao/107110981820.html","2024.12.28","335","46821","南 北","毛坯","高楼层(共34层)","2014","板楼","338","84"
"驰骋新苑","2室1厅","50.93","https://sh.ke.com/chengjiao/107109396020.html","2024.12.28","232","45553","南","精装","中楼层(共6层)","1994","板楼","248","272"
"阳曲路570弄","1室1厅","38.7","https://sh.ke.com/chengjiao/107111292285.html","2024.12.28","159","41086","南","精装","中楼层(共5层)","1993","板楼","168","50"
"闻喜路251弄","1室1厅","37.98","https://sh.ke.com/chengjiao/107109831550.html","2024.12.26","155","40811","南","简装","中楼层(共6层)","1987","板楼","162","214"
"闻喜路1223弄","2室0厅","48.02","https://sh.ke.com/chengjiao/107111572257.html","2024.12.25","204.5","42587","南","简装","高楼层(共6层)","1990","板楼","218","14"
"彭豪公寓","2室1厅","55.66","https://sh.ke.com/chengjiao/107110403953.html","2024.12.25","191.4","34388","南","简装","高楼层(共6层)","1997","板楼","220","146"
"和源名城","2室1厅","75.52","https://sh.ke.com/chengjiao/107111202423.html","2024.12.25","373","49391","南","精装","低楼层(共33层)","2011","板楼","385","57"
"景凤小区","2室1厅","54.46","https://sh.ke.com/chengjiao/107111421016.html","2024.12.24","222","40764","南","精装","中楼层(共5层)","1994","板楼","235","31"
"平保小区","3室1厅","55.81","https://sh.ke.com/chengjiao/107111652699.html","2024.12.24","252","45154","南","简装","高楼层(共6层)","1991","板楼","263","3"
"闻喜小区","1室0厅","30.24","https://sh.ke.com/chengjiao/107110507491.html","2024.12.22","128","42329","南","简装","高楼层(共6层)","1985","板楼","135","130"
"泉灵小区","1室1厅","42.88","https://sh.ke.com/chengjiao/107110886131.html","2024.12.21","141.2","32930","南","简装","高楼层(共6层)","1993","板楼","146","90"
"彭新小区","1室1厅","42.39","https://sh.ke.com/chengjiao/107111235528.html","2024.12.21","185.5","43761","南","精装","高楼层(共6层)","1984","板楼","198","50"
"闻喜小区","1室1厅","45.12","https://sh.ke.com/chengjiao/107111496249.html","2024.12.21","192","42554","南","简装","高楼层(共6层)","1986","板楼","198","19"
"共康三村","2室0厅","44.84","https://sh.ke.com/chengjiao/107111000492.html","2024.12.21","175","39028","南 北","简装","中楼层(共6层)","1995","板楼","182","74"
"三泉路424弄","2室1厅","63.32","https://sh.ke.com/chengjiao/107110490926.html","2024.12.20","244.5","38614","南 西 北","简装","高楼层(共6层)","1992","板楼","248","131"
"景凤路380弄","2室2厅","53.06","https://sh.ke.com/chengjiao/107111433602.html","2024.12.20","227","42782","南","精装","高楼层(共6层)","1993","板楼","238","25"
"临汾花园","2室1厅","84.2","https://sh.ke.com/chengjiao/107111559089.html","2024.12.20","430","51069","南","精装","中楼层(共6层)","1997","板楼","460","10"
"曲沃路79弄","2室1厅","58","https://sh.ke.com/chengjiao/107111369341.html","2024.12.19","222","38276","南","精装","高楼层(共7层)","1994","板楼","235","32"
"彭顺小区","1室1厅","41.9","https://sh.ke.com/chengjiao/107111394317.html","2024.12.18","155.5","37113","南","精装","中楼层(共5层)","1959","板楼","160","28"
"闻喜小区","2室0厅","51.94","https://sh.ke.com/chengjiao/107111598026.html","2024.12.18","212.1","40836","南","简装","高楼层(共6层)","1985","板楼","223","3"
"临汾路1564弄","2室1厅","65.87","https://sh.ke.com/chengjiao/107111121087.html","2024.12.17","282","42812","南","精装","高楼层(共6层)","1995","板楼","298","60"
"和源名城","2室1厅","79.81","https://sh.ke.com/chengjiao/107111584040.html","2024.12.17","391","48992","南","精装","中楼层(共32层)","2011","板楼","410","5"
"保德公寓","2室1厅","69.24","https://sh.ke.com/chengjiao/107111063989.html","2024.12.17","310","44772","南","精装","中楼层(共6层)","1997","板楼","330","66"
"紫腾苑","2室2厅","88.9","https://sh.ke.com/chengjiao/107111013481.html","2024.12.16","425","47807","南","精装","高楼层(共6层)","1999","板楼","470","68"
"临汾花园","1室1厅","55","https://sh.ke.com/chengjiao/107110495440.html","2024.12.15","272","49455","南 北","精装","低楼层(共6层)","1997","板楼","290","125"
"保德路241弄","1室1厅","40.59","https://sh.ke.com/chengjiao/107111434676.html","2024.12.15","166","40897","南","精装","中楼层(共6层)","1994","板楼","170","20"
"保德路241弄","2室1厅","49.38","https://sh.ke.com/chengjiao/107108620572.html","2024.12.15","184","37263","南","简装","高楼层(共4层)","1994","板楼","194","379"
"共康三村","2室0厅","49.69","https://sh.ke.com/chengjiao/107111469438.html","2024.12.14","198","39848","南 北","简装","低楼层(共6层)","1995","板楼","216","15"
"彭新小区","2室1厅","48.63","https://sh.ke.com/chengjiao/107107985296.html","2024.12.14","205.7","42299","南","精装","高楼层(共6层)","1984","板楼","215","464"
"和源名城","2室1厅","76.85","https://sh.ke.com/chengjiao/107111572005.html","2024.12.14","383.3","49877","南 北","精装","低楼层(共34层)","2011","板楼","385","3"
"共康四村","1室1厅","37.53","https://sh.ke.com/chengjiao/107111470434.html","2024.12.12","113","30110","南","毛坯","中楼层(共6层)","1997","板楼","140","13"
"共康四村","1室1厅","37.23","https://sh.ke.com/chengjiao/107111400569.html","2024.12.11","146","39216","南","简装","高楼层(共6层)","1995","板楼","149","20"
"阳曲路570弄","1室0厅","38.7","https://sh.ke.com/chengjiao/107110883225.html","2024.12.11","131","33851","南","简装","高楼层(共5层)","1992","板楼","139","80"
"临汾路1565弄","2室0厅","52.59","https://sh.ke.com/chengjiao/107110838162.html","2024.12.11","209","39742","南 北","简装","中楼层(共6层)","1994","板楼","228","85"
"平顺小区","2室1厅","42.81","https://sh.ke.com/chengjiao/107109836470.html","2024.12.10","166","38776","北 南","精装","中楼层(共6层)","1985","板楼","175","197"
"共和新路4605弄","2室1厅","61.72","https://sh.ke.com/chengjiao/107110299388.html","2024.12.09","250","40503","南","简装","高楼层(共13层)","1995","塔楼","255","142"
